donor_id,first_name,last_name,email,city,total_donations,avg_donation_amount,donation_frequency,days_since_last_donation,donation_consistency,largest_donation,smallest_donation,campaigns_participated,volunteer_hours,referrals,will_donate_again
DON823861,Linda,Rivera,linda_rivera91@hotmail.com,San Diego,4,50.7,4.0,273,0.2,78.27,31.57,3,76,14,0
DON122873,James,Hill,james_hill63@outlook.com,San Francisco,3,119.27,3.0,181,0.48,282.63,59.16,2,84,4,1
DON991572,Jason,Walker,jasonwalker80@hotmail.com,Philadelphia,1,20.08,1.0,286,0.32,43.66,10.96,8,5,9,0
DON646031,Charles,Torres,charles_torres69@hotmail.com,Charlotte,5,143.73,5.0,275,0.58,296.33,52.74,10,29,8,1
DON308291,Betty,Johnson,betty.johnson57@outlook.com,Denver,13,82.02,13.0,178,0.66,182.43,39.47,0,32,14,1
DON979242,Matthew,Jackson,matthew_jackson51@email.com,Chicago,4,25.82,4.0,330,0.54,61.8,15.42,5,27,15,0
DON427464,Mary,Baker,mary_baker96@icloud.com,Austin,1,27.63,0.95,384,0.19,70.75,13.97,6,24,13,0
DON228008,Andrew,Smith,andrew_smith70@outlook.com,Boston,2,23.33,2.0,362,0.27,60.29,7.66,7,58,11,0
DON451443,Andrew,Thompson,andrew_thompson17@gmail.com,Chicago,2,129.16,2.0,226,0.6,311.37,85.78,5,89,3,1
DON388609,Edward,Brown,edward_brown77@hotmail.com,Phoenix,4,8.2,3.31,441,0.21,13.79,3.93,2,14,10,0
DON604987,Timothy,Baker,timothybaker83@outlook.com,Boston,11,93.5,11.0,102,0.7,170.86,51.56,3,59,7,1
DON467013,John,Young,john_young19@icloud.com,Phoenix,47,1027.91,47.0,35,0.87,2814.4,615.74,7,94,11,1
DON567692,Jessica,Smith,jessica_smith59@email.com,Charlotte,3,15.92,3.0,301,0.19,40.17,6.68,6,63,8,0
DON109046,Linda,Hall,linda_hall37@gmail.com,Dallas,2,77.02,2.0,133,0.09,217.95,53.12,7,52,5,0
DON500776,Kevin,Taylor,kevin.taylor48@outlook.com,Las Vegas,1,80.13,1.0,300,0.35,181.44,52.43,0,87,7,0
DON446609,Anthony,Torres,anthony.torres22@icloud.com,Denver,5,34.93,3.54,516,0.32,64.23,18.71,6,99,0,0
DON971841,Robert,Baker,robert.baker91@hotmail.com,Jacksonville,15,1241.17,15.0,20,0.85,3179.32,585.77,5,36,1,1
DON255075,Susan,White,susan_white53@yahoo.com,Fort Worth,2,92.5,2.0,297,0.49,261.95,49.29,0,50,12,1
DON709966,Kevin,Allen,kevin_allen34@icloud.com,Nashville,16,1394.57,16.0,25,0.74,3175.08,503.11,4,72,1,1
DON628721,Ronald,Robinson,ronaldrobinson12@gmail.com,Portland,1,166.46,1.0,316,0.12,374.09,100.36,3,18,9,0
DON152695,Timothy,Hernandez,timothyhernandez49@icloud.com,Detroit,9,50.94,9.0,48,0.51,136.85,21.77,5,9,13,1
DON869436,Sandra,Lewis,sandra.lewis64@outlook.com,Nashville,8,281.72,8.0,169,0.51,663.93,93.93,9,80,0,1
DON963133,Kevin,Lopez,kevin_lopez39@hotmail.com,Las Vegas,12,268.71,12.0,109,0.64,691.01,143.63,2,72,12,1
DON937775,Donna,Brown,donna.brown65@gmail.com,San Antonio,3,14.68,2.24,488,0.0,39.43,5.34,4,16,11,0
DON241387,Linda,Young,linda_young43@hotmail.com,Columbus,3,15.82,3.0,347,0.03,35.9,7.42,5,88,4,0
DON543418,Barbara,Smith,barbara_smith45@gmail.com,Philadelphia,41,1132.72,41.0,21,0.85,2807.04,666.25,9,6,1,1
DON819464,Margaret,Davis,margaretdavis1@outlook.com,Philadelphia,2,36.93,2.0,312,0.08,93.42,14.92,8,41,5,0
DON966884,Edward,Robinson,edwardrobinson10@icloud.com,Portland,12,104.01,12.0,50,0.69,207.91,66.53,9,43,6,1
DON159075,Kenneth,Wilson,kenneth.wilson13@outlook.com,Chicago,3,47.31,2.22,493,0.36,85.0,18.32,9,15,13,0
DON793925,Timothy,Walker,timothywalker85@yahoo.com,Los Angeles,1,21.41,1.0,94,0.32,50.86,6.62,3,48,9,0
DON192402,John,Rodriguez,john.rodriguez30@email.com,Austin,2,23.49,2.0,244,0.3,39.98,7.51,1,96,11,0
DON845480,Jane,Nelson,jane.nelson39@outlook.com,Dallas,8,326.42,8.0,169,0.55,879.44,131.92,2,24,13,1
DON139146,Charles,Martin,charlesmartin48@outlook.com,San Jose,8,106.06,8.0,158,0.71,313.45,72.23,2,57,7,1
DON330109,Daniel,Garcia,danielgarcia82@email.com,Boston,2,14.91,1.84,397,0.23,29.77,7.56,5,14,15,0
DON792713,Joshua,Flores,joshua.flores8@icloud.com,Dallas,4,133.09,4.0,306,0.54,354.52,88.36,4,82,13,1
DON975541,Jane,Torres,jane_torres70@yahoo.com,Fort Worth,1,94.69,1.0,43,0.16,218.63,34.51,3,3,6,0
DON456860,John,Martinez,john_martinez66@hotmail.com,Indianapolis,15,64.57,15.0,35,0.72,127.84,35.03,3,56,2,1
DON678850,Betty,Green,betty.green86@outlook.com,Seattle,4,135.71,4.0,362,0.51,289.67,77.3,10,49,3,0
DON790927,Emily,Baker,emily_baker78@gmail.com,Denver,1,24.06,1.0,212,0.17,37.59,12.93,7,79,3,0
DON256070,Joshua,Lopez,joshua_lopez22@hotmail.com,Detroit,4,39.58,4.0,256,0.16,67.42,21.55,7,40,11,0
DON757745,Kenneth,Scott,kenneth.scott4@hotmail.com,Phoenix,2,20.15,1.52,480,0.25,32.75,10.23,1,35,8,0
DON624239,James,Thomas,james_thomas16@gmail.com,Dallas,6,269.78,6.0,100,0.69,420.56,120.77,8,86,4,1
DON726316,William,Wilson,williamwilson9@hotmail.com,Seattle,1,182.85,1.0,179,0.36,371.96,96.21,7,49,14,0
DON414977,David,Wright,david.wright88@outlook.com,Indianapolis,12,282.61,12.0,55,0.57,700.39,101.44,4,91,5,1
DON366372,Betty,Lee,bettylee72@gmail.com,Austin,1,14.57,1.0,339,0.26,27.38,9.38,8,76,15,0
DON285328,Joshua,Ramirez,joshua_ramirez11@gmail.com,Dallas,3,28.44,2.5,438,0.36,53.25,14.13,9,16,8,0
DON513652,Donald,Green,donald_green74@email.com,Seattle,3,98.17,3.0,281,0.17,270.73,48.15,9,95,12,0
DON892634,Mary,Baker,mary_baker7@email.com,Columbus,4,22.74,4.0,278,0.28,43.73,15.68,9,60,11,0
DON717358,Emily,Lopez,emilylopez76@icloud.com,San Francisco,3,62.59,1.88,584,0.16,187.16,42.15,6,16,8,0
DON627225,Dorothy,White,dorothywhite88@yahoo.com,Indianapolis,5,400.55,5.0,137,0.51,765.05,145.77,1,18,11,1
DON735766,Ronald,Lewis,ronald.lewis42@email.com,Dallas,5,29.79,2.92,624,0.32,73.96,11.8,1,92,12,0
DON132156,Carol,Martinez,carol_martinez9@gmail.com,Portland,2,54.39,2.0,214,0.28,93.17,27.97,0,67,12,1
DON879148,Patricia,Scott,patricia_scott26@gmail.com,Boston,3,32.12,3.0,191,0.47,94.72,13.16,10,18,12,0
DON792739,Jennifer,Scott,jenniferscott7@icloud.com,Charlotte,3,30.25,3.0,203,0.26,82.92,10.11,7,29,1,0
DON838496,Robert,Young,robert.young51@yahoo.com,San Francisco,2,22.89,2.0,92,0.35,64.3,13.56,4,62,14,0
DON507990,Daniel,Davis,daniel_davis98@hotmail.com,San Jose,5,95.35,5.0,292,0.29,183.84,33.93,5,19,0,0
DON937553,Betty,Moore,betty_moore57@email.com,Chicago,2,48.89,1.85,395,0.4,114.47,30.54,6,53,4,0
DON605126,Betty,Anderson,betty_anderson44@email.com,San Diego,18,764.65,18.0,53,0.86,2068.53,457.02,9,1,1,1
DON716071,Andrew,Jackson,andrew_jackson1@email.com,San Diego,2,109.83,2.0,237,0.55,311.06,33.35,3,33,15,1
DON717261,Robert,Nelson,robert_nelson95@yahoo.com,Fort Worth,4,92.93,4.0,282,0.51,167.11,38.46,3,44,3,0
DON344866,Donald,Flores,donald.flores98@hotmail.com,Seattle,12,106.53,12.0,93,0.65,200.87,51.33,6,73,9,1
DON631349,Michelle,Flores,michelleflores93@hotmail.com,San Jose,26,426.99,26.0,55,0.86,664.51,211.56,7,99,7,1
DON570587,Donald,Smith,donald.smith60@hotmail.com,San Francisco,2,35.16,2.0,153,0.39,91.55,14.17,9,47,11,0
DON146428,Ashley,Flores,ashley.flores86@yahoo.com,San Francisco,2,54.2,1.11,655,0.4,95.82,31.57,4,47,0,0
DON830829,Timothy,White,timothywhite82@hotmail.com,Chicago,45,610.91,45.0,45,0.93,1704.51,401.64,1,6,4,1
DON742996,Mark,Taylor,mark_taylor56@outlook.com,Phoenix,1,16.91,0.99,370,0.1,31.01,9.22,7,39,6,0
DON757276,Sandra,Clark,sandraclark71@yahoo.com,Las Vegas,1,160.74,1.0,277,0.34,358.41,102.56,3,71,11,1
DON759473,Mary,Thomas,mary_thomas15@email.com,Los Angeles,4,41.86,4.0,272,0.37,123.39,28.95,7,71,4,0
DON109681,Paul,Torres,paultorres51@yahoo.com,Denver,3,84.03,3.0,129,0.44,137.39,36.66,4,71,1,0
DON292178,David,Perez,david.perez6@icloud.com,Boston,16,921.52,16.0,41,0.98,2594.59,515.94,8,43,10,1
DON644032,James,Jackson,jamesjackson17@gmail.com,Austin,2,102.91,2.0,352,0.41,284.56,42.77,1,49,10,1
DON270304,Charles,Moore,charlesmoore43@hotmail.com,Nashville,3,73.26,3.0,206,0.24,145.56,50.81,3,2,13,0
DON232938,Linda,Martin,linda_martin66@icloud.com,Denver,11,166.31,11.0,134,0.71,459.5,102.18,2,14,11,1
DON357941,John,Perez,john_perez51@email.com,Columbus,4,44.24,3.0,487,0.32,114.96,28.51,1,86,13,0
DON980335,Kenneth,Garcia,kenneth_garcia72@icloud.com,Charlotte,3,107.9,3.0,348,0.48,294.52,74.86,9,66,9,1
DON384675,Thomas,Nelson,thomas.nelson39@hotmail.com,Fort Worth,12,290.93,12.0,160,0.57,547.56,118.44,2,14,5,1
DON484384,George,Johnson,georgejohnson10@yahoo.com,Memphis,5,116.61,4.19,436,0.13,189.12,48.72,8,9,8,0
DON316135,Lisa,Thomas,lisathomas64@email.com,Los Angeles,26,998.21,26.0,41,0.95,2442.75,452.73,7,10,0,1
DON186072,David,Flores,david_flores62@hotmail.com,New York,3,55.57,2.32,473,0.12,122.65,21.17,5,63,4,0
DON556047,Matthew,Hernandez,matthew.hernandez27@gmail.com,Houston,1,50.83,0.63,580,0.17,109.33,33.1,7,55,6,0
DON880541,Kenneth,Davis,kenneth_davis63@hotmail.com,Boston,2,25.0,2.0,133,0.35,70.61,15.47,4,8,10,1
DON623671,Karen,Nguyen,karen_nguyen60@hotmail.com,Jacksonville,5,81.36,5.0,199,0.29,137.75,37.96,6,50,8,1
DON659221,Sarah,Wilson,sarahwilson13@outlook.com,Memphis,5,52.23,5.0,209,0.36,153.21,27.85,9,17,12,1
DON237154,Jessica,Hill,jessica_hill25@email.com,Austin,1,149.76,1.0,98,0.37,384.82,46.37,6,80,14,1
DON214023,Michelle,Smith,michellesmith46@icloud.com,Portland,2,33.41,1.2,607,0.3,89.12,12.4,10,77,3,0
DON968749,Kimberly,Nguyen,kimberly.nguyen59@yahoo.com,Phoenix,4,24.47,4.0,321,0.32,46.45,16.13,9,25,2,1
DON727233,Matthew,Nelson,matthew.nelson15@yahoo.com,Las Vegas,3,32.71,3.0,118,0.03,88.16,22.17,9,93,6,0
DON391136,Paul,Anderson,paul_anderson4@yahoo.com,New York,2,44.59,2.0,11,0.33,113.81,16.44,10,31,0,1
DON808428,Jennifer,Adams,jenniferadams23@yahoo.com,Columbus,1,44.46,0.89,408,0.08,86.69,22.11,5,18,9,0
DON625768,Brian,Campbell,brian.campbell25@hotmail.com,Jacksonville,1,33.03,1.0,220,0.28,97.45,15.88,6,76,14,0
DON872289,Betty,Allen,bettyallen98@yahoo.com,Houston,8,107.61,8.0,168,0.8,302.78,61.07,2,22,11,1
DON270386,Carol,Rivera,carol.rivera73@email.com,Nashville,3,145.95,3.0,180,0.04,418.17,97.94,6,64,5,0
DON672055,Andrew,Campbell,andrew_campbell1@yahoo.com,Fort Worth,3,28.73,2.32,471,0.26,53.0,10.66,2,40,4,0
DON504710,Sarah,Sanchez,sarahsanchez64@hotmail.com,San Francisco,2,23.41,2.0,214,0.27,60.79,7.57,7,59,2,0
DON595743,Elizabeth,Hernandez,elizabeth_hernandez57@gmail.com,Indianapolis,3,37.54,3.0,292,0.32,110.07,11.27,7,90,7,0
DON409134,Betty,Smith,betty_smith5@outlook.com,San Diego,10,74.91,10.0,178,0.67,219.94,28.39,9,80,1,1
DON256378,Emma,Mitchell,emma_mitchell76@outlook.com,Jacksonville,9,235.61,9.0,143,0.55,574.21,163.04,10,2,9,1
DON451342,James,Thomas,james_thomas67@hotmail.com,San Antonio,5,118.83,5.0,88,0.65,298.61,63.1,7,6,9,1
DON714756,Susan,Lewis,susan.lewis99@email.com,Nashville,1,199.88,1.0,56,0.23,367.79,93.63,10,16,4,1
DON958086,Kimberly,Taylor,kimberly.taylor33@gmail.com,Jacksonville,5,110.72,5.0,31,0.53,203.35,46.82,1,98,14,1
DON108381,William,Anderson,william.anderson5@outlook.com,Columbus,2,116.0,2.0,110,0.36,202.12,58.5,6,66,5,0
DON461904,Kimberly,Thompson,kimberly_thompson5@outlook.com,Chicago,12,92.64,12.0,147,0.68,214.09,60.1,0,88,1,1
DON395837,Kevin,Wright,kevin.wright46@icloud.com,Jacksonville,15,923.14,15.0,13,0.88,2504.71,566.57,3,99,14,1
DON866968,Emma,Lopez,emmalopez82@email.com,Seattle,10,212.12,10.0,88,0.56,514.36,78.21,8,73,15,1
DON597892,Jason,Harris,jasonharris38@hotmail.com,San Antonio,49,909.63,49.0,11,0.75,1783.09,366.98,5,90,14,1
DON234927,Edward,Walker,edward_walker94@gmail.com,Nashville,4,74.69,4.0,339,0.54,171.34,51.53,10,74,10,0
DON611954,Michelle,Young,michelle.young85@gmail.com,Detroit,1,88.88,1.0,52,0.28,251.55,46.32,6,36,5,1
DON840111,Anthony,Miller,anthony.miller55@email.com,New York,3,143.23,3.0,351,0.32,418.0,73.81,1,75,7,1
DON945072,Thomas,Davis,thomas.davis81@icloud.com,Portland,1,151.29,1.0,16,0.28,449.05,63.91,5,4,15,1
DON107311,Sarah,Campbell,sarah_campbell45@hotmail.com,Austin,1,123.12,1.0,118,0.18,218.3,55.7,5,3,8,0
DON134118,Margaret,Rodriguez,margaretrodriguez85@outlook.com,Memphis,1,174.68,1.0,321,0.21,315.49,92.21,2,9,12,0
DON726543,Karen,Wright,karenwright18@yahoo.com,New York,1,181.13,1.0,105,0.48,469.94,73.65,6,21,8,1
DON468416,Kevin,Torres,kevin.torres39@yahoo.com,Houston,36,287.28,36.0,25,0.78,553.21,95.34,4,44,0,1
DON918648,Mary,Campbell,marycampbell24@hotmail.com,Austin,2,106.25,2.0,188,0.35,222.86,49.24,8,63,9,0
DON760485,Daniel,Nelson,daniel_nelson66@yahoo.com,Indianapolis,48,534.34,48.0,10,0.95,965.55,299.05,4,72,6,1
DON355892,James,Mitchell,james.mitchell70@gmail.com,Charlotte,14,107.26,14.0,53,0.61,227.78,46.23,3,82,9,1
DON628726,Nancy,Wilson,nancy.wilson21@icloud.com,Phoenix,5,28.14,2.91,627,0.17,69.15,16.84,1,41,8,0
DON388879,Susan,Young,susanyoung85@yahoo.com,Indianapolis,2,29.98,2.0,302,0.26,65.36,12.49,0,29,9,0
DON826348,Timothy,Clark,timothy_clark14@gmail.com,Dallas,1,39.63,0.91,400,0.1,103.6,12.36,6,58,6,0
DON141181,Joshua,Young,joshua_young75@hotmail.com,Detroit,7,86.26,7.0,155,0.68,203.85,48.85,1,96,4,1
DON540500,Mary,Moore,mary_moore23@email.com,San Antonio,3,28.15,2.28,480,0.38,69.4,14.53,5,14,7,0
DON526376,Jane,Rivera,jane.rivera53@hotmail.com,Seattle,11,48.85,11.0,144,0.56,140.22,29.35,10,8,5,1
DON406656,Paul,Young,paulyoung43@yahoo.com,Phoenix,3,244.4,3.0,95,0.2,468.09,83.73,1,49,6,0
DON161386,Timothy,Lewis,timothy.lewis17@email.com,Fort Worth,2,269.19,2.0,263,0.2,571.76,113.74,0,34,6,0
DON293980,Anthony,Brown,anthonybrown28@yahoo.com,Memphis,2,99.13,2.0,268,0.5,290.52,40.34,0,56,14,1
DON944428,Margaret,Martin,margaret_martin86@outlook.com,New York,8,160.89,8.0,65,0.79,401.58,60.69,2,41,5,1
DON198046,Emma,Martin,emmamartin64@hotmail.com,Austin,2,41.22,2.0,289,0.14,72.12,17.72,7,55,5,0
DON200613,Kimberly,Martinez,kimberly_martinez96@yahoo.com,Phoenix,3,8.42,2.56,427,0.27,14.67,4.21,5,64,4,0
DON265365,Donald,Jackson,donaldjackson35@gmail.com,Columbus,12,211.39,12.0,83,0.74,366.94,80.84,6,30,5,1
DON363722,John,Allen,johnallen97@outlook.com,Jacksonville,5,158.29,5.0,46,0.67,462.62,105.13,9,14,2,1
DON390788,Joshua,Harris,joshua.harris51@icloud.com,Boston,1,75.99,1.0,224,0.46,142.58,28.68,2,63,1,0
DON964447,Susan,Rivera,susan_rivera51@icloud.com,Houston,2,104.78,2.0,325,0.14,183.53,64.22,10,24,8,0
DON558636,James,Thompson,james.thompson22@icloud.com,Jacksonville,3,32.73,3.0,287,0.16,52.69,12.2,3,43,13,0
DON764894,Daniel,Lewis,daniel_lewis13@yahoo.com,Indianapolis,15,379.38,15.0,44,0.79,710.77,232.68,7,78,4,1
DON209477,Lisa,Young,lisa.young71@gmail.com,Jacksonville,3,36.35,3.0,330,0.5,104.19,20.97,4,88,14,0
DON465233,Emily,Taylor,emily_taylor63@email.com,Boston,8,235.17,8.0,34,0.75,370.81,79.43,0,7,10,1
DON342146,Jane,Mitchell,janemitchell20@gmail.com,Jacksonville,25,327.75,25.0,60,0.98,533.47,174.04,3,47,12,1
DON565826,Jennifer,Lee,jenniferlee12@yahoo.com,Denver,43,101.24,43.0,22,0.94,157.9,34.5,1,16,10,1
DON206222,Mary,Brown,mary_brown36@outlook.com,Indianapolis,2,101.96,1.82,402,0.12,230.95,54.03,7,50,10,0
DON911487,Karen,Hernandez,karen_hernandez12@yahoo.com,Las Vegas,3,49.76,2.31,475,0.17,145.71,25.44,3,12,11,0
DON383926,Barbara,Wilson,barbara.wilson61@outlook.com,Nashville,4,8.04,3.68,397,0.24,15.44,3.74,8,91,14,0
DON395091,Emma,Rodriguez,emma.rodriguez28@gmail.com,Portland,1,30.26,0.9,407,0.12,53.62,17.6,4,72,12,0
DON925114,Michael,Hernandez,michael.hernandez2@yahoo.com,San Francisco,4,137.92,4.0,156,0.51,382.53,50.95,7,37,6,1
DON613523,Robert,Mitchell,robert_mitchell27@outlook.com,Phoenix,4,53.29,3.12,468,0.04,123.02,17.28,1,7,7,0
DON352187,Lisa,Lopez,lisalopez57@icloud.com,Jacksonville,4,110.82,4.0,193,0.3,278.65,64.24,1,48,6,1
DON735699,James,Lee,jameslee73@yahoo.com,Las Vegas,1,87.53,1.0,172,0.48,238.0,55.5,1,39,8,1
DON588862,Robert,Johnson,robert_johnson91@outlook.com,Memphis,47,775.81,47.0,53,0.86,1805.64,329.16,3,18,14,1
DON642940,Sarah,Thomas,sarah_thomas99@yahoo.com,San Antonio,1,80.94,0.87,420,0.39,122.64,45.58,2,90,2,0
DON532698,Sandra,Miller,sandra.miller81@outlook.com,New York,4,172.97,4.0,342,0.59,486.78,95.78,5,5,3,0
DON656452,Betty,Lewis,betty.lewis3@email.com,San Francisco,3,39.01,3.0,149,0.59,94.09,18.99,5,92,13,1
DON396264,Nancy,Hill,nancyhill71@gmail.com,San Francisco,9,144.59,9.0,171,0.56,302.89,66.44,0,19,8,1
DON450116,Lisa,Walker,lisa_walker56@gmail.com,Las Vegas,1,124.47,1.0,188,0.21,347.69,41.01,0,79,0,0
DON398267,Nancy,Wright,nancywright90@gmail.com,Indianapolis,4,65.98,4.0,202,0.17,142.11,24.45,9,94,10,0
DON182227,Emma,Anderson,emma.anderson83@icloud.com,Chicago,8,139.65,8.0,54,0.59,382.91,71.87,0,98,14,1
DON403167,Robert,Jackson,robert_jackson2@outlook.com,Fort Worth,2,145.5,2.0,192,0.03,332.56,56.1,2,43,12,0
DON592440,Mary,Thomas,mary.thomas1@gmail.com,Philadelphia,4,55.68,4.0,145,0.34,100.22,22.6,10,75,13,1
DON434852,Matthew,Wilson,matthew_wilson79@email.com,Houston,2,84.91,1.76,414,0.22,197.64,59.03,9,19,14,0
DON716562,Sarah,Flores,sarah_flores60@gmail.com,Fort Worth,40,300.85,40.0,4,0.74,662.08,197.44,8,77,14,1
DON590293,Michelle,Hall,michelle_hall72@yahoo.com,Las Vegas,44,775.84,44.0,45,0.98,2251.8,355.18,6,21,14,1
DON664544,Steven,Green,steven.green45@email.com,Fort Worth,4,22.67,2.02,721,0.19,61.62,9.43,7,85,5,0
DON871151,Linda,Nguyen,lindanguyen17@yahoo.com,San Diego,39,181.99,39.0,53,0.75,430.11,72.59,10,53,5,1
DON190738,Matthew,Jackson,matthewjackson81@outlook.com,Columbus,3,168.79,3.0,106,0.4,382.53,83.77,5,30,15,1
DON660571,Lisa,Torres,lisa_torres38@yahoo.com,Chicago,15,129.21,15.0,128,0.64,349.82,73.3,3,87,0,1
DON722052,Brian,Campbell,brian_campbell91@yahoo.com,Columbus,1,54.82,0.84,433,0.31,111.07,28.29,3,78,10,0
DON982140,Mark,Thompson,mark.thompson12@gmail.com,Seattle,32,137.8,32.0,3,0.73,389.88,78.51,6,11,2,1
DON383371,Jessica,Garcia,jessica.garcia21@yahoo.com,Houston,15,118.13,15.0,93,0.74,276.82,37.42,1,60,1,1
DON737412,Carol,Lee,carollee72@hotmail.com,Boston,5,24.76,5.0,277,0.59,65.44,7.77,2,45,8,1
DON141097,Carol,Mitchell,carol.mitchell18@email.com,Portland,19,914.5,19.0,40,0.7,2225.73,432.46,8,53,12,1
DON170145,Robert,Hill,roberthill75@email.com,Boston,3,45.29,3.0,132,0.24,90.14,14.49,4,91,0,1
DON775854,Jane,Jackson,janejackson61@email.com,Chicago,3,42.16,3.0,110,0.55,64.18,27.78,4,33,4,1
DON124756,Mark,Hall,mark.hall64@yahoo.com,Nashville,9,238.29,9.0,160,0.79,498.01,85.81,9,22,5,1
DON733564,Anthony,Walker,anthony_walker65@yahoo.com,Portland,9,138.58,9.0,76,0.78,248.45,60.15,10,55,12,1
DON860382,Charles,Jackson,charlesjackson89@yahoo.com,San Diego,4,66.86,2.13,684,0.39,137.11,21.57,6,89,8,0
DON359044,Robert,Baker,robertbaker95@hotmail.com,Memphis,1,44.61,1.0,38,0.24,123.14,30.53,8,49,2,0
DON404626,Ronald,Taylor,ronaldtaylor30@outlook.com,Los Angeles,1,88.25,1.0,133,0.16,181.8,40.05,0,30,4,0
DON443481,George,Smith,george_smith70@icloud.com,San Antonio,3,142.1,3.0,331,0.18,373.94,93.99,2,60,12,0
DON115807,Linda,Martinez,linda_martinez74@outlook.com,Nashville,3,109.37,3.0,159,0.13,209.39,62.0,1,1,3,0
DON295669,Linda,Hill,linda_hill32@outlook.com,Austin,1,44.5,0.66,552,0.36,67.4,26.55,0,79,4,0
DON550863,Dorothy,Brown,dorothybrown22@icloud.com,Austin,12,330.35,12.0,109,0.65,586.19,136.73,9,45,2,1
DON184842,Betty,Thompson,betty_thompson4@hotmail.com,Nashville,4,101.21,2.1,694,0.32,222.72,37.56,10,47,9,0
DON727525,Charles,Flores,charles_flores90@hotmail.com,Indianapolis,5,105.53,3.52,518,0.37,213.46,35.22,0,44,9,1
DON293161,Kimberly,Williams,kimberly.williams53@email.com,Chicago,5,191.23,5.0,108,0.55,440.48,70.59,4,57,2,1
DON150153,Brian,Campbell,brian.campbell36@email.com,Nashville,13,102.71,13.0,149,0.68,164.39,39.0,8,70,0,1
DON272339,Jane,Taylor,jane.taylor73@yahoo.com,Chicago,37,594.33,37.0,33,0.76,1184.81,366.76,4,29,1,1
DON337561,Helen,Hill,helen_hill5@gmail.com,Los Angeles,4,20.1,2.24,651,0.4,44.06,10.64,10,3,3,0
DON460354,Michelle,Torres,michelle.torres41@outlook.com,Phoenix,50,970.11,50.0,40,0.93,2378.1,676.07,8,36,2,1
DON844570,Linda,Lopez,linda.lopez7@hotmail.com,San Jose,17,681.5,17.0,8,0.72,2022.46,395.18,4,30,6,1
DON770374,Joshua,Martinez,joshua_martinez48@outlook.com,Charlotte,1,88.07,1.0,20,0.22,249.14,29.2,3,87,2,0
DON396809,Helen,Taylor,helentaylor51@icloud.com,Dallas,4,26.94,4.0,109,0.36,75.43,13.5,7,99,15,1
DON281988,Helen,Martinez,helen.martinez80@hotmail.com,Boston,2,146.59,2.0,105,0.38,228.34,85.69,1,72,7,1
DON197353,Brian,Gonzalez,briangonzalez19@yahoo.com,Austin,1,103.39,0.53,693,0.14,221.59,72.29,2,80,13,0
DON133371,Timothy,Lee,timothylee17@yahoo.com,Indianapolis,8,285.18,8.0,151,0.61,830.65,158.87,6,54,3,1
DON893570,Steven,Scott,steven_scott21@outlook.com,Boston,2,16.29,2.0,360,0.05,31.15,6.44,9,19,10,0
DON533231,Charles,Davis,charles_davis9@icloud.com,Phoenix,3,74.03,3.0,96,0.14,215.21,36.45,1,16,5,0
DON710110,Robert,Ramirez,robertramirez13@email.com,Austin,17,826.73,17.0,30,0.75,1576.23,258.22,5,63,9,1
DON604467,Jane,Rodriguez,janerodriguez23@icloud.com,Portland,2,45.35,2.0,318,0.02,68.86,22.71,2,5,1,0
DON673428,Ronald,Adams,ronald.adams60@gmail.com,Fort Worth,2,92.67,2.0,103,0.53,189.62,38.17,8,93,15,1
DON976075,William,Smith,williamsmith15@hotmail.com,Los Angeles,3,15.87,3.0,228,0.16,39.37,8.55,10,17,5,0
DON703502,James,Harris,james_harris23@yahoo.com,Seattle,2,89.43,2.0,68,0.28,174.1,41.61,9,2,13,1
DON794790,Sandra,Young,sandrayoung69@hotmail.com,Chicago,3,41.17,3.0,164,0.49,84.47,25.33,3,47,12,0
DON509759,David,Johnson,davidjohnson20@icloud.com,Portland,1,77.39,1.0,62,0.2,220.63,28.22,0,60,14,1
DON727101,Lisa,Taylor,lisa_taylor58@email.com,San Diego,2,23.49,1.51,485,0.17,48.4,15.05,6,39,0,0
DON359677,Jessica,Taylor,jessica_taylor59@email.com,Nashville,4,34.99,3.5,417,0.06,58.23,18.56,4,20,15,0
DON314777,George,Hall,george_hall36@hotmail.com,Boston,15,224.51,15.0,173,0.71,425.7,83.8,8,72,14,1
DON415354,Susan,Taylor,susan_taylor16@icloud.com,Boston,6,107.88,6.0,59,0.57,219.93,41.88,1,3,8,1
DON910679,Jessica,Harris,jessica.harris64@yahoo.com,Charlotte,5,37.59,5.0,229,0.33,99.8,25.05,4,3,1,0
DON821661,Ashley,Ramirez,ashley_ramirez97@outlook.com,New York,1,37.75,1.0,330,0.34,100.44,21.28,3,62,1,0
DON609831,Kenneth,Adams,kennethadams15@icloud.com,Phoenix,8,107.84,8.0,113,0.58,303.35,49.37,5,42,11,1
DON481545,Betty,Harris,bettyharris3@icloud.com,Dallas,4,33.76,4.0,239,0.27,61.17,19.96,4,45,5,0
DON502507,Michael,Nguyen,michael_nguyen76@hotmail.com,Denver,4,18.96,4.0,277,0.49,55.6,12.5,10,26,12,0
DON878398,Michael,Williams,michaelwilliams14@icloud.com,Memphis,5,31.69,5.0,155,0.78,80.15,20.86,5,74,2,1
DON348245,Jason,Wilson,jason.wilson78@email.com,San Francisco,34,392.08,34.0,34,0.78,934.02,180.43,1,55,4,1
DON697705,Ronald,Wilson,ronald.wilson17@email.com,Charlotte,2,62.87,1.29,568,0.34,142.58,37.9,0,11,2,0
